Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00012911,บริษัท ฟรีสแลนด์คัมพิน่า (ประเ,4501977614,RB15968024,2019-10-08,MR. PRAMOTE R.,10/2019,2020-01-21,1.00000,THB,74900.00,THB,74900.00,74900.00,0.00,0.00,0.00,0.00,1000204553,,RB1
BG00013476,บริษัท แพ็กโปร จำกัด,PP6210006,RB15968025,2019-10-08,TAKDANAI Y.,10/2019,2019-12-07,1.00000,THB,117486.00,THB,117486.00,117486.00,0.00,0.00,0.00,0.00,1000204497,,
BG00013065,บริษัท กลุ่มสยามบรรจุภัณฑ์ จำก,6930046502,RB15968026,2019-10-08,MR. PRAMOTE R.,10/2019,2020-01-06,1.00000,THB,208650.00,THB,208650.00,208650.00,0.00,0.00,0.00,0.00,1000204436,,RB1
BG00013054,บริษัท ซงเม่า นันวูเว่น จำกัด,P6210001,RB15968027,2019-10-08,MS. SUTINA CHONLACHIT,10/2019,2019-12-07,1.00000,THB,59920.00,THB,59920.00,59920.00,0.00,0.00,0.00,0.00,1000204354,,RB1
BG00013084,บริษัท ไทยดีเอนทีเพนท์ จำกัด,4000009377,RB15968028,2019-10-08,Sathitpong Khongwanglam,10/2019,2020-02-05,1.00000,THB,93732.00,THB,93732.00,93732.00,0.00,0.00,0.00,0.00,1000203671,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201176,RB15968029,2019-10-08,MR. PRAMOTE R.,10/2019,2020-02-05,1.00000,THB,13428.50,THB,13428.50,13428.50,0.00,0.00,0.00,0.00,1000204779,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201175,RB15968030,2019-10-08,MR. PRAMOTE R.,10/2019,2020-02-05,1.00000,THB,30281.00,THB,30281.00,30281.00,0.00,0.00,0.00,0.00,1000204777,,RB1
BG00012976,บริษัท นันยางการทอ อุตสาหกรรม ,C6200862,RB15968031,2019-10-08,MS. SUTINA CHONLACHIT,10/2019,2019-10-08,1.00000,THB,51064.68,THB,51064.68,0.00,51064.68,0.00,0.00,0.00,1000204789,,RB1
BG00012934,บริษัท ฮาร์ทฟอร์ด เพ้นท์ จำกัด,62/0943,RB15968032,2019-10-08,Sathitpong Khongwanglam,10/2019,2020-01-06,1.00000,THB,34026.00,THB,34026.00,34026.00,0.00,0.00,0.00,0.00,1000204783,,RB1
BG00013195,บริษัท โพเดียม โฮลดิ้ง กรุ๊ป จ,PO62100061,RB15968033,2019-10-08,MR. PRAMOTE R.,10/2019,2019-12-22,1.00000,THB,30495.00,THB,30495.00,30495.00,0.00,0.00,0.00,0.00,1000204794,,RB1
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),2210081366,RB15968034,2019-10-08,MR. SONGTHAM C.,10/2019,2020-02-05,1.00000,THB,31458.00,THB,31458.00,31458.00,0.00,0.00,0.00,0.00,1000204793,,RB1
BG00013325,บริษัท ซีรี่ไบรท์ จำกัด,PO19RM755-10,RB15968035,2019-10-08,MR. PRAMOTE R.,10/2019,2019-11-07,1.00000,THB,18746.40,THB,18746.40,18746.40,0.00,0.00,0.00,0.00,1000204809,,RB1
BG00013325,บริษัท ซีรี่ไบรท์ จำกัด,PO19RM679-09,RB15968036,2019-10-08,MR. PRAMOTE R.,10/2019,2019-11-07,1.00000,THB,49220.00,THB,49220.00,49220.00,0.00,0.00,0.00,0.00,1000204807,,RB1
BG00013297,บริษัท เอส.ดับบลิว.วูด จำกัด,PO6201155,RB15968037,2019-10-08,MR. PRAMOTE R.,10/2019,2019-10-08,1.00000,THB,38402.30,THB,38402.30,0.00,38402.30,0.00,0.00,0.00,1000204824,,
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201174,RB15968038,2019-10-08,MR. PRAMOTE R.,10/2019,2020-02-05,1.00000,THB,30495.00,THB,30495.00,30495.00,0.00,0.00,0.00,0.00,1000204863,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201173,RB15968039,2019-10-08,MR. PRAMOTE R.,10/2019,2020-02-05,1.00000,THB,38787.50,THB,38787.50,38787.50,0.00,0.00,0.00,0.00,1000204858,,RB1
BG00012071,บริษัท พี.ไมตี้เทค จำกัด,-,RB15968040,2019-10-08,MS. SUTINA CHONLACHIT,10/2019,2020-02-05,1.00000,THB,111066.00,THB,111066.00,111066.00,0.00,0.00,0.00,0.00,1000204870,,RB1
BG00013432,บริษัท ควอลิตี้ แพคพริ้นติ้ง 2,PO6210025,RB15968042,2019-10-08,TAKDANAI Y.,10/2019,2019-12-07,1.00000,THB,298144.80,THB,298144.80,298144.80,0.00,0.00,0.00,0.00,1000204603,,RB1
BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเท,58868,RB15968044,2019-10-08,MR. SONGTHAM C. (IT),10/2019,2020-01-06,1.00000,THB,157932.00,THB,157932.00,157932.00,0.00,0.00,0.00,0.00,1000203656,,RB1
BG00013106,บริษัท สหไทยอาวากระดาษ จำกัด,-,RB15968045,2019-10-08,MR. PRAMOTE R.,10/2019,2020-01-06,1.00000,THB,173875.00,THB,173875.00,173875.00,0.00,0.00,0.00,0.00,1000203979,,RB1
BG00012072,บริษัท พรีเมียร์ โพรดักส์ จำกั,19002060/OP,RB15968046,2019-10-08,MS. SUTINA CHONLACHIT,10/2019,2020-01-06,1.00000,THB,107856.00,THB,107856.00,107856.00,0.00,0.00,0.00,0.00,1000204782,,RB1
BG00012072,บริษัท พรีเมียร์ โพรดักส์ จำกั,19002067/OP,RB15968047,2019-10-08,MS. SUTINA CHONLACHIT,10/2019,2020-01-06,1.00000,THB,188748.00,THB,188748.00,188748.00,0.00,0.00,0.00,0.00,1000204875,,RB1
BG00013426,บริษัท วาไรตี้แพ็ค จำกัด,PO62-154,RB15968048,2019-10-08,TAKDANAI Y.,10/2019,2019-12-07,1.00000,THB,98611.20,THB,98611.20,98611.20,0.00,0.00,0.00,0.00,1000204819,,
BG00013658,บริษัท ยูนิเวอร์สแพ็ค จำกัด,62/0936,RB15968049,2019-10-08,TAKDANAI Y.,10/2019,2019-12-07,1.00000,THB,100922.40,THB,100922.40,100922.40,0.00,0.00,0.00,0.00,1000204813,,RB1
BG00013439,บริษัท ฟิกส์เวลล์ จำกัด,PO6210/006,RB15968050,2019-10-08,MR. PRAMOTE R.,10/2019,2020-01-06,1.00000,THB,368080.00,THB,368080.00,368080.00,0.00,0.00,0.00,0.00,1000204872,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1910001/3,RB15968051,2019-10-08,MR.PHASAKORN C.,10/2019,2019-12-22,1.00000,THB,302133.76,THB,302133.76,302133.76,0.00,0.00,0.00,0.00,1000204057,,RB1
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-62100266,RB15968052,2019-10-08,MR. WICHANCHAI  S.,10/2019,2019-12-07,1.00000,THB,285690.00,THB,285690.00,285690.00,0.00,0.00,0.00,0.00,1000204786,,RB1
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-62100265,RB15968053,2019-10-08,MR. WICHANCHAI  S.,10/2019,2019-12-07,1.00000,THB,101650.00,THB,101650.00,101650.00,0.00,0.00,0.00,0.00,1000204785,,RB1
BG00026322,บริษัท ซินหยวน เฮ้าส์โฮลด์,1909122,RB15968054,2019-10-08,MS. AUSANEE  S.,10/2019,2019-11-07,1.00000,THB,267500.00,THB,267500.00,267500.00,0.00,0.00,0.00,0.00,1000204857,,RB1
BG00026322,บริษัท ซินหยวน เฮ้าส์โฮลด์,1909121,RB15968055,2019-10-08,MS. AUSANEE  S.,10/2019,2019-11-07,1.00000,THB,422436.00,THB,422436.00,422436.00,0.00,0.00,0.00,0.00,1000204855,,RB1
