Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013704,บริษัท โอจิ เปเปอร์ (ไทยแลนด์),2910318,RB15970942,2020-01-13,MR. KASIN M.,01/2020,2020-03-13,1.00000,THB,278200.00,THB,278200.00,278200.00,0.00,0.00,0.00,0.00,1000212376,,
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-63010284,RB15970958,2020-01-13,MR. WICHANCHAI  S.,01/2020,2020-03-13,1.00000,THB,190460.00,THB,190460.00,190460.00,0.00,0.00,0.00,0.00,1000214972,,RB1
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-63010283,RB15970959,2020-01-13,MR. WICHANCHAI  S.,01/2020,2020-03-13,1.00000,THB,72225.00,THB,72225.00,72225.00,0.00,0.00,0.00,0.00,1000214971,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M201001/3,RB15970960,2020-01-13,MR.PHASAKORN C.,01/2020,2020-03-28,1.00000,THB,356256.50,THB,356256.50,356256.50,0.00,0.00,0.00,0.00,1000213464,,RB1
BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,PO200109-020,RB15970961,2020-01-13,MR. KEAITTICHAI  A.,01/2020,2020-03-13,1.00000,THB,174675.57,THB,174675.57,174675.57,0.00,0.00,0.00,0.00,1000215046,,RB1
BG00013992,บริษัท โยโกฮามา รับเบอร์,PO20200100045,RB15970962,2020-01-13,MR. KEAITTICHAI  A.,01/2020,2020-02-12,1.00000,THB,86236.65,THB,86236.65,86236.65,0.00,0.00,0.00,0.00,1000214739,,RB1
BG00014019,บริษัท เอส เค ออโต้ อินทีเรีย,20L00261,RB15970963,2020-01-13,MR. KEAITTICHAI  A.,01/2020,2020-02-29,1.00000,THB,89383.52,THB,89383.52,89383.52,0.00,0.00,0.00,0.00,1000215100,,RB1
BG00012070,บริษัท นากาเซ่(ประเทศไทย) จำกั,460494359,RB15970964,2020-01-13,MR. WICHANCHAI  S.,01/2020,2020-04-12,1.00000,THB,351486.98,THB,351486.98,351486.98,0.00,0.00,0.00,0.00,1000214946,,RB1
BG00012069,บริษัท เอ็มเค โพลีเอสเตอร์เรซิ,-,RB15970965,2020-01-13,MR. PRAMOTE R.,01/2020,2020-04-12,1.00000,THB,173019.00,THB,173019.00,173019.00,0.00,0.00,0.00,0.00,1000214926,,RB1
BG00013176,บริษัท ยิ่งเจริญสีอุตสาหกรรม จ,-,RB15970966,2020-01-13,MR.JARUWAT SINGTO,01/2020,2020-04-12,1.00000,THB,23112.00,THB,23112.00,23112.00,0.00,0.00,0.00,0.00,1000214996,,RB1
BG00012962,บริษัท เมอรี่ คอร์ปอเรชั่น จำก,PO-R1200106-08,RB15970967,2020-01-13,MR. PRAMOTE R.,01/2020,2020-02-12,1.00000,THB,15639.12,THB,15639.12,15639.12,0.00,0.00,0.00,0.00,1000214969,,RB1
BG00012911,บริษัท ฟรีสแลนด์คัมพิน่า (ประเ,4502121611,RB15970968,2020-01-13,MR. PRAMOTE R.,01/2020,2020-04-27,1.00000,THB,74900.00,THB,74900.00,74900.00,0.00,0.00,0.00,0.00,1000215085,,RB1
BG00013131,บริษัท โตโยอิ๊งค์ (ประเทศไทย),6000084906,RB15970969,2020-01-13,MR. SONGTHAM C.,01/2020,2020-04-12,1.00000,THB,17655.00,THB,17655.00,17655.00,0.00,0.00,0.00,0.00,1000215015,,RB1
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),.2210082947,RB15970970,2020-01-13,Sathitpong Khongwanglam,01/2020,2020-05-12,1.00000,THB,304522.00,THB,304522.00,304522.00,0.00,0.00,0.00,0.00,1000214860,,RB1
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),2210082881,RB15970971,2020-01-13,Sathitpong Khongwanglam,01/2020,2020-05-12,1.00000,THB,227910.00,THB,227910.00,227910.00,0.00,0.00,0.00,0.00,1000214413,,RB1
BG00013106,บริษัท สหไทยอาวากระดาษ จำกัด,-,RB15970972,2020-01-13,MR. PRAMOTE R.,01/2020,2020-04-12,1.00000,THB,347750.00,THB,347750.00,347750.00,0.00,0.00,0.00,0.00,1000213519,,RB1
BG00012908,บริษัท  อีซึ่น เพ้นท์  จำกัด (,AAC0072,RB15970973,2020-01-13,MR.JARUWAT SINGTO,01/2020,2020-04-12,1.00000,THB,556400.00,THB,556400.00,556400.00,0.00,0.00,0.00,0.00,1000212698,,RB1
BG00013069,บริษัท สหไทยใยแก้ว จำกัด,1DM-PM1912002,RB15970974,2020-01-13,MR. PRAMOTE R.,01/2020,2020-04-12,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000212634,,RB1
BG00024866,บริษัท บางกอกฟอยล์ จำกัด,PO6300035,RB15970975,2020-01-13,TAKDANAI Y.,01/2020,2020-02-12,1.00000,THB,406257.60,THB,406257.60,406257.60,0.00,0.00,0.00,0.00,1000215099,,
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),2210082999,RB15970976,2020-01-13,Sathitpong Khongwanglam,01/2020,2020-05-12,1.00000,THB,103790.00,THB,103790.00,103790.00,0.00,0.00,0.00,0.00,1000215125,,RB1
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6211-040,RB15970977,2020-01-13,Sathitpong Khongwanglam,01/2020,2020-04-12,1.00000,THB,234330.00,THB,234330.00,234330.00,0.00,0.00,0.00,0.00,1000208323,,RB1
BG00012066,บริษัท บีเอเอสเอฟ (ไทย) จำกัด,4954914745,RB15970978,2020-01-13,MR.JARUWAT SINGTO,01/2020,2020-04-12,1.00000,THB,27820.00,THB,27820.00,27820.00,0.00,0.00,0.00,0.00,1000209259,,RB1
BG00013331,บริษัท เคมีเมท จำกัด,P191223,RB15970980,2020-01-13,MR. PRAMOTE R.,01/2020,2020-04-30,1.00000,THB,44940.00,THB,44940.00,44940.00,0.00,0.00,0.00,0.00,1000213335,,
BG00013572,บริษัท อะเดียเวนซา นิวเวิลด์,PO-202000068,RB15970981,2020-01-13,MR. WICHANCHAI  S.,01/2020,2020-02-27,1.00000,THB,77296.80,THB,77296.80,77296.80,0.00,0.00,0.00,0.00,1000215221,,RB1
BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,62-0020,RB15970983,2020-01-13,MR.PHASAKORN C.,01/2020,2020-04-30,1.00000,THB,121338.00,THB,121338.00,121338.00,0.00,0.00,0.00,0.00,1000215211,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500050256,RB15970984,2020-01-13,MR. PRAMOTE R.,01/2020,2020-03-13,1.00000,THB,84744.00,THB,84744.00,84744.00,0.00,0.00,0.00,0.00,1000214949,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500050333,RB15970985,2020-01-13,MR. PRAMOTE R.,01/2020,2020-03-13,1.00000,THB,112992.00,THB,112992.00,112992.00,0.00,0.00,0.00,0.00,1000215063,,RB1
BG00019465,ดี เอ็น เอ ช็อป ดีไซน์,PO6301022,RB15970986,2020-01-13,MR.PHASAKORN C.,01/2020,2020-03-13,1.00000,THB,467964.50,THB,467964.50,467964.50,0.00,0.00,0.00,0.00,1000215216,,RB1
