Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00014019,บริษัท เอส เค ออโต้ อินทีเรีย,19L22720,RB15968436,2019-10-21,MR. KEAITTICHAI  A.,10/2019,2019-11-30,1.00000,THB,112763.02,THB,112763.02,112763.02,0.00,0.00,0.00,0.00,1000206094,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1910001/3,RB15968437,2019-10-21,MR.PHASAKORN C.,10/2019,2020-01-04,1.00000,THB,221087.68,THB,221087.68,221087.68,0.00,0.00,0.00,0.00,1000204068,,RB1
BG00025508,บริษัท นิคเคสยามอลูมิเนียม จำก,POP-1908-0100,RB15968438,2019-10-21,MR.PHASAKORN C.,10/2019,2020-01-19,1.00000,THB,791093.80,THB,791093.80,791093.80,0.00,0.00,0.00,0.00,1000200942,,RB1
BG00013439,บริษัท ฟิกส์เวลล์ จำกัด,PO6210/024,RB15968441,2019-10-21,MR. PRAMOTE R.,10/2019,2020-01-19,1.00000,THB,27820.00,THB,27820.00,27820.00,0.00,0.00,0.00,0.00,1000206024,,RB1
BG00013229,บริษัท ซันโก้เคมิคอลส์ จำกัด,06408,RB15968442,2019-10-21,MR. SONGTHAM C.,10/2019,2020-01-19,1.00000,THB,119412.00,THB,119412.00,119412.00,0.00,0.00,0.00,0.00,1000206021,,RB1
BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเท,59138,RB15968443,2019-10-21,MR. SONGTHAM C. (IT),10/2019,2020-01-19,1.00000,THB,107428.00,THB,107428.00,107428.00,0.00,0.00,0.00,0.00,1000205980,,RB1
BG00013192,บริษัท กลุ่มสยามบรรจุภัณฑ์ จำก,-,RB15968444,2019-10-21,MR. PRAMOTE R.,10/2019,2020-01-19,1.00000,THB,43870.00,THB,43870.00,43870.00,0.00,0.00,0.00,0.00,1000205838,,RB1
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),2210081595,RB15968445,2019-10-21,MR. SONGTHAM C.,10/2019,2020-02-18,1.00000,THB,234330.00,THB,234330.00,234330.00,0.00,0.00,0.00,0.00,1000205761,,RB1
BG00013067,บริษัท เท็กซ์ไทล์เพรสทีจ จำกัด,1400134348(AM)TPC6,RB15968446,2019-10-21,MS. SUTINA CHONLACHIT,10/2019,2020-01-19,1.00000,THB,104860.00,THB,104860.00,104860.00,0.00,0.00,0.00,0.00,1000204357,,RB1
BG00013067,บริษัท เท็กซ์ไทล์เพรสทีจ จำกัด,1400134347(AM)TPC2,RB15968447,2019-10-21,MS. SUTINA CHONLACHIT,10/2019,2020-01-19,1.00000,THB,113313.00,THB,113313.00,113313.00,0.00,0.00,0.00,0.00,1000204355,,RB1
BG00024866,บริษัท บางกอกฟอยล์ จำกัด,PO6200839,RB15968448,2019-10-21,TAKDANAI Y.,10/2019,2019-11-20,1.00000,THB,310899.20,THB,310899.20,310899.20,0.00,0.00,0.00,0.00,1000206181,,
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6210-124,RB15968449,2019-10-21,Sathitpong Khongwanglam,10/2019,2020-01-19,1.00000,THB,110852.00,THB,110852.00,110852.00,0.00,0.00,0.00,0.00,1000206209,,RB1
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6210-122,RB15968450,2019-10-21,Sathitpong Khongwanglam,10/2019,2020-01-19,1.00000,THB,18832.00,THB,18832.00,18832.00,0.00,0.00,0.00,0.00,1000206207,,RB1
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6210-123,RB15968451,2019-10-21,Sathitpong Khongwanglam,10/2019,2020-01-19,1.00000,THB,126688.00,THB,126688.00,126688.00,0.00,0.00,0.00,0.00,1000206206,,RB1
BG00014013,บริษัท ที เค เอส อินดัสเตรียล,TKN85A-191001,RB15968452,2019-10-21,MS. AUSANEE  S.,10/2019,2019-12-20,1.00000,THB,506923.20,THB,506923.20,506923.20,0.00,0.00,0.00,0.00,1000204304,,RB1
BG00022241,บริษัท บางกอกซีท จำกัด,BS19-09-053,RB15968453,2019-10-21,MR. WICHANCHAI  S.,10/2019,2020-01-19,1.00000,THB,80267.98,THB,80267.98,80267.98,0.00,0.00,0.00,0.00,1000206168,,
BG00022241,บริษัท บางกอกซีท จำกัด,BS19-09-053,RB15968454,2019-10-21,MR. WICHANCHAI  S.,10/2019,2020-01-19,1.00000,THB,172341.37,THB,172341.37,172341.37,0.00,0.00,0.00,0.00,1000203757,,
BG00018607,บริษัท ไทยอ๊อฟเซท จำกัด,W-N-62/01244,RB15968455,2019-10-21,TAKDANAI Y.,10/2019,2019-12-20,1.00000,THB,78484.50,THB,78484.50,78484.50,0.00,0.00,0.00,0.00,1000206173,,
BG00013255,บริษัท บี เอ็น เอส อุตสาหกรรมไ,PO6201123,RB15968456,2019-10-21,MR. PRAMOTE R.,10/2019,2019-11-20,1.00000,THB,64039.50,THB,64039.50,64039.50,0.00,0.00,0.00,0.00,1000206202,,
BG00012066,บริษัท บีเอเอสเอฟ (ไทย) จำกัด,4954127053,RB15968457,2019-10-21,MR. SONGTHAM C.,10/2019,2020-01-19,1.00000,THB,220420.00,THB,220420.00,220420.00,0.00,0.00,0.00,0.00,1000204948,,RB1
BG00012066,บริษัท บีเอเอสเอฟ (ไทย) จำกัด,4953944703,RB15968458,2019-10-21,MR. SONGTHAM C.,10/2019,2020-01-19,1.00000,THB,311370.00,THB,311370.00,311370.00,0.00,0.00,0.00,0.00,1000204101,,RB1
BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,PO191016-013,RB15968459,2019-10-21,MR. KEAITTICHAI  A.,10/2019,2019-12-20,1.00000,THB,88117.07,THB,88117.07,88117.07,0.00,0.00,0.00,0.00,1000205918,,RB1
BG00013992,บริษัท โยโกฮามา รับเบอร์,PO20191000125,RB15968460,2019-10-21,MR. KEAITTICHAI  A.,10/2019,2019-11-20,1.00000,THB,93478.41,THB,93478.41,93478.41,0.00,0.00,0.00,0.00,1000205827,,RB1
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-62100663,RB15968461,2019-10-21,MR. WICHANCHAI  S.,10/2019,2019-12-20,1.00000,THB,228552.00,THB,228552.00,228552.00,0.00,0.00,0.00,0.00,1000206199,,RB1
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-62100664,RB15968462,2019-10-21,MR. WICHANCHAI  S.,10/2019,2019-12-20,1.00000,THB,203300.00,THB,203300.00,203300.00,0.00,0.00,0.00,0.00,1000206197,,RB1
BG00012070,บริษัท นากาเซ่(ประเทศไทย) จำกั,460480600,RB15968463,2019-10-21,MR. WICHANCHAI  S.,10/2019,2020-01-19,1.00000,THB,268495.10,THB,268495.10,268495.10,0.00,0.00,0.00,0.00,1000205984,,RB1
BG00013518,บริษัท เอสเคเค เคมิคอล (ไทยแลน,28302,RB15968464,2019-10-21,MS. KULASAB,10/2019,2019-12-20,1.00000,THB,67410.00,THB,67410.00,67410.00,0.00,0.00,0.00,0.00,1000206210,,RB1
BG00013067,บริษัท เท็กซ์ไทล์เพรสทีจ จำกัด,1400134347(AM)TPC2,RB15968465,2019-10-21,MS. SUTINA CHONLACHIT,10/2019,2020-01-19,1.00000,THB,6420.00,THB,6420.00,6420.00,0.00,0.00,0.00,0.00,1000204356,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500048972,RB15968466,2019-10-21,MS. SUTINA CHONLACHIT,10/2019,2019-12-20,1.00000,THB,141240.00,THB,141240.00,141240.00,0.00,0.00,0.00,0.00,1000206129,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500048872,RB15968467,2019-10-21,MS. SUTINA CHONLACHIT,10/2019,2019-12-20,1.00000,THB,141240.00,THB,141240.00,141240.00,0.00,0.00,0.00,0.00,1000205861,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-10-366,RB15968468,2019-10-21,MR. WICHANCHAI  S.,10/2019,2020-01-19,1.00000,THB,216207.41,THB,216207.41,216207.41,0.00,0.00,0.00,0.00,1000205875,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-10-372,RB15968469,2019-10-21,MR. KEAITTICHAI  A.,10/2019,2020-01-04,1.00000,THB,318860.00,THB,318860.00,318860.00,0.00,0.00,0.00,0.00,1000206238,,RB1
BG00013780,บริษัท โตโยอิ๊งค์ (ประเทศไทย),6000072736,RB15968470,2019-10-21,MS. KULASAB,10/2019,2020-01-19,1.00000,THB,155150.00,THB,155150.00,155150.00,0.00,0.00,0.00,0.00,1000205005,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-10-368,RB15968474,2019-10-21,MR. KEAITTICHAI  A.,10/2019,2020-01-04,1.00000,THB,21400.00,THB,21400.00,21400.00,0.00,0.00,0.00,0.00,1000205868,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-10-363,RB15968475,2019-10-21,MR. KEAITTICHAI  A.,10/2019,2020-01-04,1.00000,THB,6634.00,THB,6634.00,6634.00,0.00,0.00,0.00,0.00,1000205715,,RB1
BG00019439,"THAISON G.M CO.,LTD.",253/0919 (2ND),RB15968566,2019-10-21,MR. SONGTHAM C.,10/2019,2019-10-21,30.11520,THB,574598.02,USD,19080.00,0.00,19080.00,0.00,0.00,0.00,1000204109,,
BG00013737,"MITSUI CHEMICALS (CHINA) CO.,L",MCIS-19-5053,RB15968569,2019-10-21,MR. SONGTHAM C.,10/2019,2020-01-29,30.11520,THB,1228207.17,USD,40783.63,40783.63,0.00,0.00,0.00,0.00,1000203503,,
BG00013737,"MITSUI CHEMICALS (CHINA) CO.,L",MCIS-19-5070,RB15968611,2019-10-21,MR. SONGTHAM C.,10/2019,2020-01-29,30.11520,THB,723668.26,USD,24030.00,24030.00,0.00,0.00,0.00,0.00,1000204688,,
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1910001/3,RB15968476,2019-10-22,MR.PHASAKORN C.,10/2019,2020-01-05,1.00000,THB,302133.76,THB,302133.76,302133.76,0.00,0.00,0.00,0.00,1000204070,,RB1
BG00018454,บริษัท ชุมพลสุมิตรา จำกัด,012/00561,RB15968477,2019-10-22,MR. PRAMOTE R.,10/2019,2019-10-22,1.00000,THB,8212.25,THB,8212.25,0.00,8212.25,0.00,0.00,0.00,1000206137,,
BG00013325,บริษัท ซีรี่ไบรท์ จำกัด,PO19RM790-10,RB15968478,2019-10-22,MR. PRAMOTE R.,10/2019,2019-11-21,1.00000,THB,31244.00,THB,31244.00,31244.00,0.00,0.00,0.00,0.00,1000206247,,RB1
BG00013429,บริษัท ลิกซิล (ประเทศไทย) จำกั,5300127472,RB15968479,2019-10-22,MS. SUTINA CHONLACHIT,10/2019,2019-12-21,1.00000,THB,74151.00,THB,74151.00,74151.00,0.00,0.00,0.00,0.00,1000206254,,RB1
BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,PO62101741,RB15968480,2019-10-22,MR. PRAMOTE R.,10/2019,2019-11-21,1.00000,THB,43870.00,THB,43870.00,43870.00,0.00,0.00,0.00,0.00,1000206108,,
BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,PO62100523,RB15968481,2019-10-22,MR. PRAMOTE R.,10/2019,2019-11-21,1.00000,THB,43870.00,THB,43870.00,43870.00,0.00,0.00,0.00,0.00,1000206048,,
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-62100459,RB15968482,2019-10-22,MS. SUTINA CHONLACHIT,10/2019,2019-12-21,1.00000,THB,25680.00,THB,25680.00,25680.00,0.00,0.00,0.00,0.00,1000205496,,RB1
BG00013069,บริษัท สหไทยใยแก้ว จำกัด,1DM-PM1909004,RB15968483,2019-10-22,MR. PRAMOTE R.,10/2019,2020-01-20,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000204051,,RB1
BG00013583,บริษัท สหไทยใยแก้ว จำกัด,2DM-PM1909007,RB15968484,2019-10-22,MR. PRAMOTE R.,10/2019,2020-01-20,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000203342,,RB1
BG00013097,บริษัท ไทยแน็กซิส จำกัด,1190001873,RB15968485,2019-10-22,MR. VISIT R.,10/2019,2019-10-22,1.00000,THB,5243.00,THB,5243.00,0.00,5243.00,0.00,0.00,0.00,1000206270,,RB1
BG00013039,บริษัท สามชัยพนา จำกัด,PO0620216,RB15968486,2019-10-22,MR. PRAMOTE R.,10/2019,2019-12-21,1.00000,THB,84530.00,THB,84530.00,84530.00,0.00,0.00,0.00,0.00,1000206308,,RB1
BG00012952,บริษัท เขามหาชัยพาราวู้ด จำกัด,069/15,RB15968487,2019-10-22,MR. PRAMOTE R.,10/2019,2019-12-06,1.00000,THB,64200.00,THB,64200.00,64200.00,0.00,0.00,0.00,0.00,1000206312,,RB1
BG00013331,บริษัท เคมีเมท จำกัด,P191013,RB15968488,2019-10-22,MR. PRAMOTE R.,10/2019,2020-01-31,1.00000,THB,42800.00,THB,42800.00,42800.00,0.00,0.00,0.00,0.00,1000205375,,
