Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013111,บริษัท ไทยยางกิจไพศาล จำกัด,DH1905847,RB15968704,2019-10-30,MR. WICHANCHAI  S.,10/2019,2019-12-29,1.00000,THB,128400.00,THB,128400.00,128400.00,0.00,0.00,0.00,0.00,1000206663,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1910001/3,RB15968705,2019-10-30,MR.PHASAKORN C.,10/2019,2020-01-13,1.00000,THB,302133.76,THB,302133.76,302133.76,0.00,0.00,0.00,0.00,1000204075,,RB1
BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,62-0374,RB15968706,2019-10-30,MR.PHASAKORN C.,10/2019,2020-01-31,1.00000,THB,130326.00,THB,130326.00,130326.00,0.00,0.00,0.00,0.00,1000207148,,RB1
BG00013331,บริษัท เคมีเมท จำกัด,P191033,RB15968708,2019-10-30,MR. PRAMOTE R.,10/2019,2020-01-31,1.00000,THB,2182.80,THB,2182.80,2182.80,0.00,0.00,0.00,0.00,1000207171,,
BG00013331,บริษัท เคมีเมท จำกัด,P191034,RB15968709,2019-10-30,MR. PRAMOTE R.,10/2019,2019-10-30,1.00000,THB,18163.25,THB,18163.25,0.00,18163.25,0.00,0.00,0.00,1000207165,,
BG00013331,บริษัท เคมีเมท จำกัด,P191032,RB15968710,2019-10-30,MR. PRAMOTE R.,10/2019,2020-01-31,1.00000,THB,642.00,THB,642.00,642.00,0.00,0.00,0.00,0.00,1000207146,,
BG00013429,บริษัท ลิกซิล (ประเทศไทย) จำกั,5300128618,RB15968711,2019-10-30,MS. SUTINA CHONLACHIT,10/2019,2019-12-29,1.00000,THB,74151.00,THB,74151.00,74151.00,0.00,0.00,0.00,0.00,1000207047,,RB1
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6209-099,RB15968712,2019-10-30,Sathitpong Khongwanglam,10/2019,2020-01-28,1.00000,THB,16692.00,THB,16692.00,16692.00,0.00,0.00,0.00,0.00,1000207040,,RB1
BG00013055,บริษัท  สตาร์-บอนด์  (ไทยแลนด์,ST532/62,RB15968713,2019-10-30,MR. PRAMOTE R.,10/2019,2019-12-29,1.00000,THB,77040.00,THB,77040.00,77040.00,0.00,0.00,0.00,0.00,1000206815,,RB1
BG00013069,บริษัท สหไทยใยแก้ว จำกัด,1DM-PM1909004,RB15968714,2019-10-30,MR. PRAMOTE R.,10/2019,2020-01-28,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000204051,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201268,RB15968715,2019-10-30,MR. PRAMOTE R.,10/2019,2020-02-27,1.00000,THB,12198.00,THB,12198.00,12198.00,0.00,0.00,0.00,0.00,1000207151,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201267,RB15968716,2019-10-30,MR. PRAMOTE R.,10/2019,2020-02-27,1.00000,THB,90629.00,THB,90629.00,90629.00,0.00,0.00,0.00,0.00,1000207150,,RB1
