Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013515,บริษัท ชัยนัติ์อินคอน จำกัด,-,RB15970629,2020-01-02,MR. PRAMOTE R.,01/2020,2020-01-02,1.00000,THB,"18,564.50",THB,18564.50,0.00,18564.50,0.00,0.00,0.00,1000214218,,
BG00013990,บริษัท ไทยโตชิบาอุตสาหกรรม จำก,2201922170,RB15970605,2020-01-03,MR.PHASAKORN C.,01/2020,2020-03-03,1.00000,THB,"124,876.96",THB,124876.96,124876.96,0.00,0.00,0.00,0.00,1000212420,,RB1
BG00013990,บริษัท ไทยโตชิบาอุตสาหกรรม จำก,2201922169,RB15970606,2020-01-03,MR.PHASAKORN C.,01/2020,2020-03-03,1.00000,THB,"287,756.34",THB,287756.34,287756.34,0.00,0.00,0.00,0.00,1000212407,,RB1
BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,GWK1912-00111,RB15970608,2020-01-03,MR. SONGTHAM C.,01/2020,2020-05-02,1.00000,THB,"1,188,342.00",THB,1188342.00,1188342.00,0.00,0.00,0.00,0.00,1000213050,,RB1
BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,WK1912-00210,RB15970609,2020-01-03,MR. SONGTHAM C.,01/2020,2020-05-02,1.00000,THB,"315,864.00",THB,315864.00,315864.00,0.00,0.00,0.00,0.00,1000213568,,RB1
BG00013195,บริษัท โพเดียม โฮลดิ้ง กรุ๊ป จ,PO62120260,RB15970610,2020-01-03,MR. PRAMOTE R.,01/2020,2020-03-18,1.00000,THB,"112,638.90",THB,112638.90,112638.90,0.00,0.00,0.00,0.00,1000213410,,RB1
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6212-129,RB15970611,2020-01-03,Sathitpong Khongwanglam,01/2020,2020-04-02,1.00000,THB,"90,308.00",THB,90308.00,90308.00,0.00,0.00,0.00,0.00,1000213379,,RB1
BG00013104,บริษัท ไทย เทคนิคคอล นันวูเว่น,10004519,RB15970612,2020-01-03,MR. PRAMOTE R.,01/2020,2020-03-03,1.00000,THB,"35,310.00",THB,35310.00,35310.00,0.00,0.00,0.00,0.00,1000213352,,RB1
BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเท,60072,RB15970613,2020-01-03,MR. SONGTHAM C. (IT),01/2020,2020-04-02,1.00000,THB,"233,902.00",THB,233902.00,233902.00,0.00,0.00,0.00,0.00,1000213267,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201490,RB15970614,2020-01-03,MR. PRAMOTE R.,01/2020,2020-05-02,1.00000,THB,"29,960.00",THB,29960.00,29960.00,0.00,0.00,0.00,0.00,1000213264,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201488,RB15970615,2020-01-03,MR. PRAMOTE R.,01/2020,2020-05-02,1.00000,THB,"38,252.50",THB,38252.50,38252.50,0.00,0.00,0.00,0.00,1000213262,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201489,RB15970616,2020-01-03,MR. PRAMOTE R.,01/2020,2020-05-02,1.00000,THB,"47,748.75",THB,47748.75,47748.75,0.00,0.00,0.00,0.00,1000213261,,RB1
BG00012909,บริษัท อีเทอนอล ซากาตะ อิ้งซ์,E-2001035,RB15970617,2020-01-03,MR. KASIN M.,01/2020,2020-04-02,1.00000,THB,"303,024.00",THB,303024.00,303024.00,0.00,0.00,0.00,0.00,1000213248,,RB1
BG00012073,บริษัท เอสทีซี นิกกะ  จำกัด,19001793,RB15970618,2020-01-03,MS. KULASAB,01/2020,2020-01-03,1.00000,THB,"68,308.80",THB,68308.80,0.00,68308.80,0.00,0.00,0.00,1000212605,,RB1
BG00012073,บริษัท เอสทีซี นิกกะ  จำกัด,19001793,RB15970619,2020-01-03,MS. KULASAB,01/2020,2020-02-02,1.00000,THB,"95,016.00",THB,95016.00,95016.00,0.00,0.00,0.00,0.00,1000212604,,RB1
BG00013263,ห้างหุ้นส่วนจำกัด บี อาร์ เอ็ม,PO62120019,RB15970620,2020-01-03,Sathitpong Khongwanglam,01/2020,2020-04-30,1.00000,THB,"175,480.00",THB,175480.00,175480.00,0.00,0.00,0.00,0.00,1000212462,,
