Material,Material Description,Plant,UD code,Batch,Date of Manufacture,SLED/BBD,Created on,Inspection Lot,Short text for the characteristic,Original Value,Lower tolerance limit,Upper tol. limit,InfoField2
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Appearance,A001,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Color,A005,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Non Volatile Content,49.5,48.0,50.0,1.5g./150oC/30min
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Particle Size,0.188,0.170,0.230,UV-VIS Spectrophotom
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,pH,8.72,7.00,9.50,"30oC,pH Meter"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Specific Gravity,1.069,1.020,1.140,"30oC,Hydrometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Viscosity,57.5,-999.0,99.9,"30oC,Viscometer"
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8003,02-02-18,02-02-19,03-02-18,40000043901,Acid Value,6.9,6.0,9.0,JIS K5407
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8003,02-02-18,02-02-19,03-02-18,40000043901,Appearance,A012,,,Visual Check
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8003,02-02-18,02-02-19,03-02-18,40000043901,Color,1,-999,3,JIS K5400
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8003,02-02-18,02-02-19,03-02-18,40000043901,Non Volatile Content,71.0,68.0,72.0,JIS K5407
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8003,02-02-18,02-02-19,03-02-18,40000043901,Viscosity,A136,,,JIS K5400
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8004,03-02-18,03-02-19,03-02-18,40000043935,Acid Value,7.2,6.0,9.0,JIS K5407
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8004,03-02-18,03-02-19,03-02-18,40000043935,Appearance,A012,,,Visual Check
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8004,03-02-18,03-02-19,03-02-18,40000043935,Color,1,-999,3,JIS K5400
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8004,03-02-18,03-02-19,03-02-18,40000043935,Non Volatile Content,70.5,68.0,72.0,JIS K5407
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CB8004,03-02-18,03-02-19,03-02-18,40000043935,Viscosity,A138,,,JIS K5400
ENFC20700-DR000200,ALMATEX C207,RB11,A,CB8002,03-02-18,03-02-19,04-02-18,40000043952,Acid Value,12.7,12.0,15.0,JIS K5407
