Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,GWK1909-00135,RB15967727,2019-10-01,MS. KULASAB,10/2019,2020-01-29,1.00000,THB,731345.00,THB,731345.00,731345.00,0.00,0.00,0.00,0.00,1000203910,,RB1
BG00012926,บริษัท กลอรีแพลน (ประเทศไทย) จ,PO6209/083,RB15967728,2019-10-01,MR. PRAMOTE R.,10/2019,2019-10-31,1.00000,THB,27426.24,THB,27426.24,27426.24,0.00,0.00,0.00,0.00,1000203911,,RB1
BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำก,PO6209062,RB15967729,2019-10-01,TAKDANAI Y.,10/2019,2019-11-30,1.00000,THB,153694.80,THB,153694.80,153694.80,0.00,0.00,0.00,0.00,1000204131,,RB1
BG00013069,บริษัท สหไทยใยแก้ว จำกัด,1DM-PM1909004,RB15967730,2019-10-01,MR. PRAMOTE R.,10/2019,2019-12-30,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000204051,,RB1
BG00013292,บริษัท คิง โปรดัค คอนโทรล จำกั,017/2562,RB15967731,2019-10-01,MR. PRAMOTE R.,10/2019,2019-10-01,1.00000,THB,27392.00,THB,27392.00,0.00,27392.00,0.00,0.00,0.00,1000204025,,
BG00013005,บริษัท พีพีเอ็ม คอมเมอร์เชียล,-,RB15967732,2019-10-01,MS. KULASAB,10/2019,2020-01-29,1.00000,THB,95230.00,THB,95230.00,95230.00,0.00,0.00,0.00,0.00,1000203909,,
BG00013110,บริษัท ไทยวาชิน จำกัด,6210-002,RB15967733,2019-10-01,Sathitpong Khongwanglam,10/2019,2020-01-29,1.00000,THB,223630.00,THB,223630.00,223630.00,0.00,0.00,0.00,0.00,1000203848,,RB1
BG00013151,บริษัท วี.เอส.วี. เพนท์ แอนด์,621012,RB15967734,2019-10-01,MS. KULASAB,10/2019,2019-12-30,1.00000,THB,101692.80,THB,101692.80,101692.80,0.00,0.00,0.00,0.00,1000203764,,RB1
BG00012072,บริษัท พรีเมียร์ โพรดักส์ จำกั,19001975/OP,RB15967735,2019-10-01,MS. SUTINA CHONLACHIT,10/2019,2019-12-30,1.00000,THB,81213.00,THB,81213.00,81213.00,0.00,0.00,0.00,0.00,1000203737,,RB1
BG00012072,บริษัท พรีเมียร์ โพรดักส์ จำกั,19001967/OP,RB15967736,2019-10-01,MS. SUTINA CHONLACHIT,10/2019,2019-12-30,1.00000,THB,14980.00,THB,14980.00,14980.00,0.00,0.00,0.00,0.00,1000203736,,RB1
BG00012927,บริษัท สักทอง (ไทย) จำกัด,50078238,RB15967737,2019-10-01,MR. PRAMOTE R.,10/2019,2019-11-30,1.00000,THB,82176.00,THB,82176.00,82176.00,0.00,0.00,0.00,0.00,1000203704,,RB1
BG00013584,บริษัท นิปปอนเพนต์ (ประเทศไทย),2310030038,RB15967738,2019-10-01,MR. SONGTHAM C.,10/2019,2020-01-29,1.00000,THB,14980.00,THB,14980.00,14980.00,0.00,0.00,0.00,0.00,1000203675,,RB1
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),2210081303,RB15967739,2019-10-01,MR. SONGTHAM C.,10/2019,2020-01-29,1.00000,THB,208115.00,THB,208115.00,208115.00,0.00,0.00,0.00,0.00,1000203651,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201133,RB15967740,2019-10-01,MR. PRAMOTE R.,10/2019,2020-01-29,1.00000,THB,64735.00,THB,64735.00,64735.00,0.00,0.00,0.00,0.00,1000203363,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201134,RB15967741,2019-10-01,MR. PRAMOTE R.,10/2019,2020-01-29,1.00000,THB,30495.00,THB,30495.00,30495.00,0.00,0.00,0.00,0.00,1000203361,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201132,RB15967742,2019-10-01,MR. PRAMOTE R.,10/2019,2020-01-29,1.00000,THB,38787.50,THB,38787.50,38787.50,0.00,0.00,0.00,0.00,1000203360,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201152,RB15967743,2019-10-01,MR. PRAMOTE R.,10/2019,2020-01-29,1.00000,THB,30495.00,THB,30495.00,30495.00,0.00,0.00,0.00,0.00,1000204302,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201151,RB15967744,2019-10-01,MR. PRAMOTE R.,10/2019,2020-01-29,1.00000,THB,38787.50,THB,38787.50,38787.50,0.00,0.00,0.00,0.00,1000204303,,RB1
BG00013583,บริษัท สหไทยใยแก้ว จำกัด,2DM-PM1909007,RB15967745,2019-10-01,MR. PRAMOTE R.,10/2019,2019-12-30,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000203342,,RB1
BG00012887,บริษัท บูเคมี อินดัสตรี จำกัด,PO6200659,RB15967746,2019-10-01,MR. SONGTHAM C.,10/2019,2019-12-30,1.00000,THB,104860.00,THB,104860.00,104860.00,0.00,0.00,0.00,0.00,1000203226,,RB1
BG00013490,บริษัท ที ทารุทานิ แพค จำกัด,PO62090975,RB15967747,2019-10-01,MR. PRAMOTE R.,10/2019,2019-11-30,1.00000,THB,181900.00,THB,181900.00,181900.00,0.00,0.00,0.00,0.00,1000202587,,
BG00012072,บริษัท พรีเมียร์ โพรดักส์ จำกั,19001664/OP,RB15967748,2019-10-01,MS. SUTINA CHONLACHIT,10/2019,2019-12-30,1.00000,THB,588500.00,THB,588500.00,588500.00,0.00,0.00,0.00,0.00,1000200124,,RB1
BG00013658,บริษัท ยูนิเวอร์สแพ็ค จำกัด,62/0912,RB15967749,2019-10-01,TAKDANAI Y.,10/2019,2019-11-30,1.00000,THB,100922.40,THB,100922.40,100922.40,0.00,0.00,0.00,0.00,1000204220,,RB1
BG00013004,บริษัท  พลาสติคอน เอเชีย จำกัด,6209065,RB15967750,2019-10-01,MS. SUTINA CHONLACHIT,10/2019,2019-12-30,1.00000,THB,112350.00,THB,112350.00,112350.00,0.00,0.00,0.00,0.00,1000204230,,
BG00012069,บริษัท เอ็มเค โพลีเอสเตอร์เรซิ,-,RB15967751,2019-10-01,MS. SUTINA CHONLACHIT,10/2019,2019-12-30,1.00000,THB,12551.10,THB,12551.10,12551.10,0.00,0.00,0.00,0.00,1000204231,,RB1
BG00013070,บริษัท สหไทยอุตสาหกรรมแผ่นกั้น,DM-PM1909024,RB15967752,2019-10-01,MR. PRAMOTE R.,10/2019,2019-12-30,1.00000,THB,77425.20,THB,77425.20,77425.20,0.00,0.00,0.00,0.00,1000203590,,RB1
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),2210081351,RB15967753,2019-10-01,MR. SONGTHAM C.,10/2019,2020-01-29,1.00000,THB,324894.80,THB,324894.80,324894.80,0.00,0.00,0.00,0.00,1000204296,,RB1
BG00014042,บริษัท เอ็นเอชเค สปริง (ประเทศ,29G58389,RB15967758,2019-10-01,MR. WICHANCHAI  S.,10/2019,2019-11-30,1.00000,THB,67003.40,THB,67003.40,67003.40,0.00,0.00,0.00,0.00,1000204082,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1910001/3,RB15967759,2019-10-01,MR.PHASAKORN C.,10/2019,2019-12-15,1.00000,THB,302133.76,THB,302133.76,302133.76,0.00,0.00,0.00,0.00,1000204052,,RB1
BG00019465,ดี เอ็น เอ ช็อป ดีไซน์,PO6209037,RB15967760,2019-10-01,MR.PHASAKORN C.,10/2019,2019-11-30,1.00000,THB,2354.00,THB,2354.00,2354.00,0.00,0.00,0.00,0.00,1000204092,,RB1
BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,62-0336,RB15967761,2019-10-01,MR.PHASAKORN C.,10/2019,2020-01-31,1.00000,THB,700208.00,THB,700208.00,700208.00,0.00,0.00,0.00,0.00,1000204298,,RB1
BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,62-0334,RB15967768,2019-10-01,MR.PHASAKORN C.,10/2019,2020-01-31,1.00000,THB,567100.00,THB,567100.00,567100.00,0.00,0.00,0.00,0.00,1000204294,,RB1
BG00019465,ดี เอ็น เอ ช็อป ดีไซน์,PO6209037,RB15967769,2019-10-01,MR.PHASAKORN C.,10/2019,2019-11-30,1.00000,THB,6848.00,THB,6848.00,6848.00,0.00,0.00,0.00,0.00,1000204091,,RB1
BG00019465,ดี เอ็น เอ ช็อป ดีไซน์,PO6209037,RB15967770,2019-10-01,MR.PHASAKORN C.,10/2019,2019-11-30,1.00000,THB,659505.20,THB,659505.20,659505.20,0.00,0.00,0.00,0.00,1000204090,,RB1
BG00022241,บริษัท บางกอกซีท จำกัด,BS19-09-053,RB15967771,2019-10-01,MR. WICHANCHAI  S.,10/2019,2019-12-30,1.00000,THB,92317.03,THB,92317.03,92317.03,0.00,0.00,0.00,0.00,1000203751,,
BG00022241,บริษัท บางกอกซีท จำกัด,BS19-09-053,RB15967772,2019-10-01,MR. WICHANCHAI  S.,10/2019,2019-12-30,1.00000,THB,457911.85,THB,457911.85,457911.85,0.00,0.00,0.00,0.00,1000203749,,
BG00025508,บริษัท นิคเคสยามอลูมิเนียม จำก,POP-1907-0059,RB15967773,2019-10-01,MR.PHASAKORN C.,10/2019,2019-12-30,1.00000,THB,370284.20,THB,370284.20,370284.20,0.00,0.00,0.00,0.00,1000200416,,RB1
BG00025508,บริษัท นิคเคสยามอลูมิเนียม จำก,POP-1908-0100,RB15967774,2019-10-01,MR.PHASAKORN C.,10/2019,2019-12-30,1.00000,THB,188534.00,THB,188534.00,188534.00,0.00,0.00,0.00,0.00,1000204318,,RB1
BG00014019,บริษัท เอส เค ออโต้ อินทีเรีย,19L21935,RB15967775,2019-10-01,MR. KEAITTICHAI  A.,10/2019,2019-11-30,1.00000,THB,89383.52,THB,89383.52,89383.52,0.00,0.00,0.00,0.00,1000204233,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500048972,RB15967776,2019-10-01,MS. SUTINA CHONLACHIT,10/2019,2019-11-30,1.00000,THB,141240.00,THB,141240.00,141240.00,0.00,0.00,0.00,0.00,1000203966,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500048872,RB15967777,2019-10-01,MS. SUTINA CHONLACHIT,10/2019,2019-11-30,1.00000,THB,84744.00,THB,84744.00,84744.00,0.00,0.00,0.00,0.00,1000203690,,RB1
BG00022559,บริษัท วิเชียรไดนามิคอินดัสตรี,4019010929,RB15967778,2019-10-01,MS. SUTINA CHONLACHIT,10/2019,2019-10-31,1.00000,THB,25680.00,THB,25680.00,25680.00,0.00,0.00,0.00,0.00,1000200956,,
