Material,Material Description,Plant,UD code,Batch,Date of Manufacture,SLED/BBD,Created on,Inspection Lot,Short text for the characteristic,Original Value,Lower tolerance limit,Upper tol. limit,InfoField2
ENF787000-DR000200,ALMATEX 787,RB11,A,CA9001,25-01-19,25-01-20,30-01-19,40000057227,Acid Value,7.5,6.0,10.0,JIS K5407
ENF787000-DR000200,ALMATEX 787,RB11,A,CA9001,25-01-19,25-01-20,30-01-19,40000057227,Appearance,A012,,,Visual Check
ENF787000-DR000200,ALMATEX 787,RB11,A,CA9001,25-01-19,25-01-20,30-01-19,40000057227,Color,1,-999,2,JIS K5400
ENF787000-DR000200,ALMATEX 787,RB11,A,CA9001,25-01-19,25-01-20,30-01-19,40000057227,Non Volatile Content,55.3,53.5,56.5,JIS K5407
ENF787000-DR000200,ALMATEX 787,RB11,A,CA9001,25-01-19,25-01-20,30-01-19,40000057227,Viscosity,A103,,,JIS K5400
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CA9001,18-01-19,18-01-20,18-01-19,40000056801,Acid Value,9.1,8.0,10.0,JIS K5407
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CA9001,18-01-19,18-01-20,18-01-19,40000056801,Appearance,A012,,,Visual Check
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CA9001,18-01-19,18-01-20,18-01-19,40000056801,Color,1,-999,2,JIS K5400
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CA9001,18-01-19,18-01-20,18-01-19,40000056801,Non Volatile Content,66.2,63.0,67.0,JIS K5407
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CA9001,18-01-19,18-01-20,18-01-19,40000056801,Viscosity,A084,,,JIS K5400
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CB9002,25-02-19,25-02-20,26-02-19,40000058279,Acid Value,8.8,8.0,10.0,JIS K5407
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CB9002,25-02-19,25-02-20,26-02-19,40000058279,Appearance,A012,,,Visual Check
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CB9002,25-02-19,25-02-20,26-02-19,40000058279,Color,1,-999,2,JIS K5400
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CB9002,25-02-19,25-02-20,26-02-19,40000058279,Non Volatile Content,65.8,63.0,67.0,JIS K5407
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CB9002,25-02-19,25-02-20,26-02-19,40000058279,Viscosity,A088,,,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CB9001,14-02-19,14-02-20,14-02-19,40000057783,Acid Value,12.6,12.0,15.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CB9001,14-02-19,14-02-20,14-02-19,40000057783,Appearance,A012,,,Visual Check
ENFC20100-DR000200,ALMATEX C201,RB11,A,CB9001,14-02-19,14-02-20,14-02-19,40000057783,Color,1,-999,3,JIS K5400
