Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,GWK1912-00072,RB15970347,2019-12-18,MR. SONGTHAM C.,12/2019,2020-04-16,1.00000,THB,78110.00,THB,78110.00,78110.00,0.00,0.00,0.00,0.00,1000211700,,RB1
BG00014019,บริษัท เอส เค ออโต้ อินทีเรีย,19L25105,RB15970348,2019-12-18,MR. KEAITTICHAI  A.,12/2019,2020-01-31,1.00000,THB,89383.52,THB,89383.52,89383.52,0.00,0.00,0.00,0.00,1000212707,,RB1
BG00014042,บริษัท เอ็นเอชเค สปริง (ประเทศ,29G75332,RB15970349,2019-12-18,MR. WICHANCHAI  S.,12/2019,2020-02-16,1.00000,THB,134006.80,THB,134006.80,134006.80,0.00,0.00,0.00,0.00,1000212602,,RB1
BG00013985,HITACHI CONSUMER PRODUCTS,R3784200,RB15970350,2019-12-18,MR. KEAITTICHAI  A.,12/2019,2020-02-16,1.00000,THB,515312.00,THB,515312.00,515312.00,0.00,0.00,0.00,0.00,1000212280,,RB1
BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,PO191211-011,RB15970351,2019-12-18,MR. KEAITTICHAI  A.,12/2019,2020-02-16,1.00000,THB,88117.07,THB,88117.07,88117.07,0.00,0.00,0.00,0.00,1000212188,,RB1
BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,PO191216-011,RB15970352,2019-12-18,MR. KEAITTICHAI  A.,12/2019,2020-02-16,1.00000,THB,30094.82,THB,30094.82,30094.82,0.00,0.00,0.00,0.00,1000212635,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1912001/3,RB15970353,2019-12-18,MR.PHASAKORN C.,12/2019,2020-03-02,1.00000,THB,221087.68,THB,221087.68,221087.68,0.00,0.00,0.00,0.00,1000210308,,RB1
BG00022241,บริษัท บางกอกซีท จำกัด,BS19-11-049,RB15970354,2019-12-18,MR. WICHANCHAI  S.,12/2019,2020-03-17,1.00000,THB,157355.16,THB,157355.16,157355.16,0.00,0.00,0.00,0.00,1000210294,,
BG00013472,บริษัท จี.ดี.ซี. แกรนด์ ไดมอนด,CPO1912-032,RB15970355,2019-12-18,TAKDANAI Y.,12/2019,2020-02-16,1.00000,THB,145605.60,THB,145605.60,145605.60,0.00,0.00,0.00,0.00,1000212662,,
BG00013013,บริษัท ควอลิตี้ คาร์ตอนส์ จำกั,191200041,RB15970356,2019-12-18,MR. PRAMOTE R.,12/2019,2020-02-16,1.00000,THB,11984.00,THB,11984.00,11984.00,0.00,0.00,0.00,0.00,1000212547,,RB1
