Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,WK1911-00285,RB15969614,2019-11-26,MR. SONGTHAM C.,11/2019,2020-03-25,1.00000,THB,90736.00,THB,90736.00,90736.00,0.00,0.00,0.00,0.00,1000210041,,RB1
BG00013192,บริษัท กลุ่มสยามบรรจุภัณฑ์ จำก,6930049708,RB15969615,2019-11-26,MR. PRAMOTE R.,11/2019,2020-02-24,1.00000,THB,43870.00,THB,43870.00,43870.00,0.00,0.00,0.00,0.00,1000209956,,RB1
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),2210082250,RB15969616,2019-11-26,Sathitpong Khongwanglam,11/2019,2020-03-25,1.00000,THB,143380.00,THB,143380.00,143380.00,0.00,0.00,0.00,0.00,1000209930,,RB1
BG00012962,บริษัท เมอรี่ คอร์ปอเรชั่น จำก,PO-R1191119-04,RB15969617,2019-11-26,MR. PRAMOTE R.,11/2019,2019-12-26,1.00000,THB,37557.00,THB,37557.00,37557.00,0.00,0.00,0.00,0.00,1000209861,,RB1
BG00012982,บริษัท นิปปอนเพนต์ (ประเทศไทย),2210082226,RB15969618,2019-11-26,Sathitpong Khongwanglam,11/2019,2020-03-25,1.00000,THB,78110.00,THB,78110.00,78110.00,0.00,0.00,0.00,0.00,1000209822,,RB1
BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเท,59670,RB15969619,2019-11-26,MR. SONGTHAM C.,11/2019,2020-02-24,1.00000,THB,72760.00,THB,72760.00,72760.00,0.00,0.00,0.00,0.00,1000209755,,RB1
BG00013072,บริษัท  สยามคราฟท์อุตสาหกรรม จ,6930046011,RB15969620,2019-11-26,MR. PRAMOTE R.,11/2019,2020-02-24,1.00000,THB,213465.00,THB,213465.00,213465.00,0.00,0.00,0.00,0.00,1000209753,,RB1
BG00012983,บริษัท นิปปอนเพนต์ เดคโคเรทีฟ,2110041832,RB15969621,2019-11-26,NEW SALESMAN 2,11/2019,2020-03-25,1.00000,THB,406600.00,THB,406600.00,406600.00,0.00,0.00,0.00,0.00,1000206852,,RB1
BG00013195,บริษัท โพเดียม โฮลดิ้ง กรุ๊ป จ,PO62110308,RB15969622,2019-11-26,MR. PRAMOTE R.,11/2019,2020-02-09,1.00000,THB,95625.90,THB,95625.90,95625.90,0.00,0.00,0.00,0.00,1000210013,,RB1
BG00013017,บริษัท รักษ์วานิช (1992) จำกัด,-,RB15969623,2019-11-26,MS. KULASAB,11/2019,2020-02-24,1.00000,THB,58850.00,THB,58850.00,58850.00,0.00,0.00,0.00,0.00,1000210030,,RB1
BG00012865,บริษัท แอคมิ 1975 จำกัด,PB19R00555,RB15969625,2019-11-26,MR. PRAMOTE R.,11/2019,2020-01-25,1.00000,THB,15087.00,THB,15087.00,15087.00,0.00,0.00,0.00,0.00,1000210052,,RB1
BG00016443,บริษัท เรซิ่นเอเชีย จำกัด,-,RB15969626,2019-11-26,MS. KULASAB,11/2019,2020-01-25,1.00000,THB,297139.00,THB,297139.00,297139.00,0.00,0.00,0.00,0.00,1000210054,,
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201360,RB15969627,2019-11-26,MR. PRAMOTE R.,11/2019,2020-03-25,1.00000,THB,9710.25,THB,9710.25,9710.25,0.00,0.00,0.00,0.00,1000210064,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1911001/3,RB15969628,2019-11-26,MR.PHASAKORN C.,11/2019,2020-02-09,1.00000,THB,221087.68,THB,221087.68,221087.68,0.00,0.00,0.00,0.00,1000206950,,RB1
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-62110689,RB15969629,2019-11-26,MR. WICHANCHAI  S.,11/2019,2020-01-25,1.00000,THB,228552.00,THB,228552.00,228552.00,0.00,0.00,0.00,0.00,1000209958,,RB1
