Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00012860,บริษัท ไนน์ เคมีคอล แอนด์ พลาส,62100292,RB15968743,2019-10-31,MS. SUTINA CHONLACHIT,10/2019,2020-01-14,1.00000,THB,6676.80,THB,6676.80,6676.80,0.00,0.00,0.00,0.00,1000207183,,RB1
BG00012860,บริษัท ไนน์ เคมีคอล แอนด์ พลาส,62100292,RB15968744,2019-10-31,MS. SUTINA CHONLACHIT,10/2019,2020-01-14,1.00000,THB,105630.40,THB,105630.40,105630.40,0.00,0.00,0.00,0.00,1000207181,,RB1
BG00013069,บริษัท สหไทยใยแก้ว จำกัด,1DM-PM1909004,RB15968745,2019-10-31,MR. PRAMOTE R.,10/2019,2020-01-29,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000204051,,RB1
BG00013156,บริษัท วอดดิ้ง นันวูเว่น จำกัด,-,RB15968746,2019-10-31,MS. SUTINA CHONLACHIT,10/2019,2020-01-29,1.00000,THB,200625.00,THB,200625.00,200625.00,0.00,0.00,0.00,0.00,1000207249,,RB1
BG00014042,บริษัท เอ็นเอชเค สปริง (ประเทศ,29G64670,RB15968751,2019-10-31,MR. WICHANCHAI  S.,10/2019,2019-12-30,1.00000,THB,67003.40,THB,67003.40,67003.40,0.00,0.00,0.00,0.00,1000207112,,RB1
BG00013990,บริษัท ไทยโตชิบาอุตสาหกรรม จำก,2201918113,RB15968754,2019-10-31,MR.PHASAKORN C.,10/2019,2019-12-30,1.00000,THB,321515.06,THB,321515.06,321515.06,0.00,0.00,0.00,0.00,1000205997,,RB1
BG00013990,บริษัท ไทยโตชิบาอุตสาหกรรม จำก,2201918114,RB15968755,2019-10-31,MR.PHASAKORN C.,10/2019,2019-12-30,1.00000,THB,125347.83,THB,125347.83,125347.83,0.00,0.00,0.00,0.00,1000206009,,RB1
BG00022559,บริษัท วิเชียรไดนามิคอินดัสตรี,4019013022,RB15968756,2019-10-31,MS. SUTINA CHONLACHIT,10/2019,2019-11-30,1.00000,THB,25252.00,THB,25252.00,25252.00,0.00,0.00,0.00,0.00,1000206721,,
BG00022559,บริษัท วิเชียรไดนามิคอินดัสตรี,4019012513,RB15968757,2019-10-31,MS. SUTINA CHONLACHIT,10/2019,2019-11-30,1.00000,THB,25252.00,THB,25252.00,25252.00,0.00,0.00,0.00,0.00,1000205314,,
BG00022559,บริษัท วิเชียรไดนามิคอินดัสตรี,4019012208,RB15968758,2019-10-31,MS. SUTINA CHONLACHIT,10/2019,2019-11-30,1.00000,THB,25252.00,THB,25252.00,25252.00,0.00,0.00,0.00,0.00,1000204645,,
BG00022559,บริษัท วิเชียรไดนามิคอินดัสตรี,4019013269,RB15968759,2019-10-31,MS. SUTINA CHONLACHIT,10/2019,2019-11-30,1.00000,THB,50504.00,THB,50504.00,50504.00,0.00,0.00,0.00,0.00,1000207185,,
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-09-342,RB15968760,2019-10-31,MR. KEAITTICHAI  A.,10/2019,2020-01-14,1.00000,THB,47775.50,THB,47775.50,47775.50,0.00,0.00,0.00,0.00,1000206481,,RB1
BG00012070,บริษัท นากาเซ่(ประเทศไทย) จำกั,460482582,RB15968761,2019-10-31,MR. WICHANCHAI  S.,10/2019,2020-01-29,1.00000,THB,250200.78,THB,250200.78,250200.78,0.00,0.00,0.00,0.00,1000207226,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-10-394,RB15968762,2019-10-31,MR. KEAITTICHAI  A.,10/2019,2020-01-14,1.00000,THB,93625.00,THB,93625.00,93625.00,0.00,0.00,0.00,0.00,1000207268,,RB1
BG00013992,บริษัท โยโกฮามา รับเบอร์,PO20191000170,RB15968763,2019-10-31,MR. KEAITTICHAI  A.,10/2019,2019-11-30,1.00000,THB,46739.21,THB,46739.21,46739.21,0.00,0.00,0.00,0.00,1000206650,,RB1
BG00014016,บริษัท เอ็นเอชเค สปริง,89G34679,RB15968764,2019-10-31,MR. WICHANCHAI  S.,10/2019,2019-12-30,1.00000,THB,323463.14,THB,323463.14,323463.14,0.00,0.00,0.00,0.00,1000207131,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-10-396,RB15968765,2019-10-31,MR. KEAITTICHAI  A.,10/2019,2020-01-14,1.00000,THB,621884.00,THB,621884.00,621884.00,0.00,0.00,0.00,0.00,1000207441,,RB1
